2.020861678,65,0.231224490
2.271201814,65,0.230884354
2.550566893,65,0.212131519
2.779138322,65,0.222947846
3.040362812,65,0.711723356
3.752086168,65,0.173537415
4.002086168,67,0.181133787
4.241269841,67,0.105215420
4.502086168,67,0.210839002
4.752086168,62,0.250000000
5.002086168,67,0.693151927
6.040816327,64,0.353015873
6.519727891,64,0.514761905
7.034920635,64,0.808798186
7.952834467,65,0.275736961
8.235827664,65,0.235827664
8.478911565,65,0.217687075
8.736507937,62,0.269160998
9.015873016,60,0.580136054
10.060770975,69,0.441315193
10.510657596,69,0.491428571
11.002086168,69,0.709478458
11.769614512,69,0.170521542
12.012698413,70,0.192290249
12.273922902,70,0.228163265
12.502086168,70,0.230090703
12.738321995,69,0.161836735
13.097505669,67,0.516893424
14.011791383,64,0.366439909
14.541496599,64,0.362562358
15.234467120,67,0.232199546
15.502086168,69,0.250000000
15.760544218,67,0.241541950
16.002086168,65,0.703854875
17.237188209,65,0.217687075
17.494784580,67,0.257301587
17.748752834,69,0.267596372
18.031746032,70,1.098321995
19.268934240,74,0.203174603
19.526530612,72,0.102222222
19.769614512,70,0.253922902
20.038095238,69,0.975986395
21.500226757,64,0.283015873
21.855782313,65,0.146303855
22.002086168,67,1.090680272
23.281632653,70,0.227687075
23.513832200,69,0.197913832
23.782312925,67,0.141496599
24.039909297,69,0.473015873
24.522448980,70,0.468594104
25.002086168,72,0.228208617
25.552834467,74,0.173628118
25.950476190,74,0.126575964
26.102857143,74,1.054648526
27.268571429,74,0.116757370
27.517460317,72,0.117324263
27.809523810,70,0.200068027
28.017777778,69,0.901292517
29.508571429,69,0.340340136
29.853968254,68,0.173242630
30.034285714,67,0.328140590
30.504126984,67,0.261587302
30.786031746,67,0.215306122
31.276190476,67,0.225895692
31.502086168,69,0.260000000
31.786666667,71,0.162539683
32.045714286,72,1.383083900
34.002086168,65,0.232721088
34.242539683,65,0.200634921
34.502086168,65,0.250000000
34.768253968,65,0.203174603
35.002086168,65,0.750000000
35.761269841,65,0.177777778
36.002539683,67,0.187936508
